time        x        y         z          u            v       w      Spin_x     Spin_y    Spin_z     ax       ay       az
0.396     0.138     1.859     5.271     0.649     -129.262  -3.773    -240.855  -0.000    -0.000    -0.151    29.361    -9.554    
0.397     0.139     1.730     5.267     0.649     -129.233  -3.783    -240.855  -0.000    -0.000    -0.151    29.346    -9.560    
0.398     0.139     1.600     5.263     0.649     -129.203  -3.792    -240.855  -0.000    -0.000    -0.151    29.331    -9.566    
0.399     0.140     1.471     5.260     0.650     -129.175  -3.799    -240.855  -0.000    -0.000    1.208     27.880    -6.357    
0.400     0.140     1.342     5.256     0.648     -129.149  -3.806    -240.855  -0.000    -0.000    -2.232    26.098    -6.794    
0.401     0.141     1.213     5.252     0.653     -129.127  -3.821    -240.855  -0.000    -0.000    4.768     22.616    -15.430   
0.402     0.142     1.084     5.248     0.655     -129.106  -3.845    -240.855  -0.000    -0.000    1.623     20.417    -23.924   
0.403     0.142     0.955     5.244     0.662     -129.094  -3.891    -240.855  -0.000    -0.000    7.033     11.865    -45.878   
0.404     0.143     0.826     5.240     0.667     -129.079  -3.920    -240.855  -0.000    -0.000    5.307     15.693    -29.171   
0.405     0.144     0.697     5.236     0.667     -129.050  -3.930    -240.855  -0.000    -0.000    -0.154    29.238    -9.575    
0.406     0.144     0.568     5.232     0.667     -129.020  -3.939    -240.855  -0.000    -0.000    -0.154    29.223    -9.581    
0.407     0.145     0.439     5.228     0.673     -129.002  -3.970    -240.855  -0.000    -0.000    5.963     18.324    -31.295   
0.408     0.146     0.310     5.225     0.671     -128.982  -3.995    -240.855  -0.000    -0.000    -1.543    19.875    -24.854   
0.409     0.146     0.181     5.221     0.671     -128.953  -4.005    -240.855  -0.000    -0.000    -0.155    29.181    -9.584    
0.410     0.147     0.052     5.217     0.671     -128.924  -4.014    -240.855  -0.000    -0.000    -0.155    29.166    -9.590    
0.411     0.148     -0.077    5.212     0.670     -128.895  -4.024    -240.855  -0.000    -0.000    -0.155    29.151    -9.595    
